withdrawal_percentage,hour,transactions_per_day,transactions_per_month,output
4.457858686449729380e-01,7.231180090258185089e+00,1.214630531734757657e+00,2.359656001510588297e+01,0.000000000000000000e+00
3.545345889352455870e-01,5.169741752790146805e+00,4.610909037143735567e-01,1.725326293428785362e+01,3.599999999999999867e-01
4.120935134761980478e-01,1.971191775589534600e+01,3.445929230576906832e+01,1.468555959210523909e+01,9.899999999999999911e-01
9.729136049014254217e-01,4.943675271543826355e+00,2.077879186270757295e+00,2.858548966759003918e+01,5.600000000000000533e-01
5.883505213709756543e-01,1.775397419644824737e+01,2.018660300283174891e+01,9.841385571525785636e+00,9.899999999999999911e-01
7.005527684189586379e-01,7.089714978926283884e+00,4.620884210420032190e+01,4.461730208232005879e+01,0.000000000000000000e+00
5.758930985556827142e-01,1.245123358894811183e+01,2.107851405897909913e+01,3.813169387287287293e+01,7.900000000000000355e-01
8.164956353912387055e-01,8.778359750152183949e+00,1.759669705958289754e+01,1.974834296318025650e+01,9.899999999999999911e-01
5.431716568194950856e-01,2.391174675560234419e+01,2.593021927978604779e+01,4.702581804248118402e+01,3.500000000000000333e-01
9.590643892504044921e-01,1.926386207973810372e+01,1.303818743919448764e+01,3.820899148032381021e+01,7.900000000000000355e-01
6.859290089030640747e-01,2.451194724099501343e-01,1.167248697728984475e+01,3.380642487212678571e+00,9.899999999999999911e-01
3.058923730453557699e-01,7.738786528526634179e+00,3.093898367880393607e+01,3.417929745654977758e+00,9.899999999999999911e-01
6.937167433979896103e-01,1.152083792419018948e+01,1.994127551045284052e+00,1.868442595049837607e+01,0.000000000000000000e+00
8.898515127073048925e-01,1.608050568969194671e+01,4.289503634916169972e+01,4.779088238873676886e+01,0.000000000000000000e+00
1.543329857878857903e-01,2.391910061194953130e+01,6.011641483879440528e+00,1.846883103700228190e+01,7.600000000000000089e-01
3.268301417113350649e-01,1.359251126795012254e+01,4.838307424267942736e+01,3.883601875014404214e+01,7.600000000000000089e-01
6.436051455667284316e-01,2.396036861860084244e+00,1.458752095294335938e+01,4.347646883511730920e+01,3.599999999999999867e-01
2.555328459003340935e-01,2.366989639871239959e+01,3.581262040730541329e+00,7.153080373425241945e+00,6.400000000000000133e-01
7.904575210147334330e-01,1.002851484648106251e-01,3.832551708930122913e+01,1.221992039736301328e+00,9.899999999999999911e-01
4.694921139820862344e-02,6.604902536366061838e+00,1.319560657320655750e+01,5.006393969192818538e+00,9.899999999999999911e-01
5.889116434198775618e-01,2.884564168898410941e+00,2.681235809703191464e+01,4.642603998276455002e+01,4.100000000000000311e-01
7.016688245712958683e-01,5.168398026919853727e+00,2.520212326679654424e+01,4.873590052718081012e+01,7.099999999999999645e-01
4.905536948954649645e-01,2.321134548108392082e+01,3.736109486500549082e+01,4.162751100822787009e+01,6.300000000000000044e-01
6.892978701729185476e-01,1.072159443010189683e+01,4.467045673413935702e+01,4.167343075151208609e+00,9.899999999999999911e-01
8.926177812262561240e-01,2.086868865920842353e+01,2.972759772966932701e+01,3.910103846011230644e+01,8.900000000000000133e-01
6.185787197509150515e-01,6.890775533360637972e+00,4.263490728621310666e+01,7.453176637572507701e+00,9.899999999999999911e-01
5.018022567728130934e-01,1.051365644056928161e+01,2.947518251660520150e+01,1.876520158057103771e+01,9.899999999999999911e-01
6.125301044553745911e-01,1.652971643375057198e+01,3.610473911128678992e+00,2.541131363354210393e+01,3.099999999999999978e-01
9.528606735534366212e-01,1.727229305499541212e+01,4.576368782555011450e+01,4.249193905527728532e+01,5.899999999999999689e-01
3.410253197190397101e-01,3.081201640422631449e+00,4.176519726571056168e+01,2.961303700609539646e+01,9.899999999999999911e-01
8.746027132500956425e-01,2.386391700116736203e+01,1.394160604579391638e+01,1.293334269897963651e+01,9.899999999999999911e-01
2.837862388777312450e-02,2.266281525027431698e+01,1.654966814283835319e+01,2.428699073901640304e+01,9.899999999999999911e-01
2.113643845997419390e-01,9.743217254583868225e+00,4.677421725651689144e+01,4.407202267747162949e+01,0.000000000000000000e+00
9.168467172969403389e-01,5.743786823709253753e+00,3.795966552279388395e+01,1.580210263623497369e+01,9.899999999999999911e-01
1.825197815793627720e-01,1.584101063707777968e+01,3.517612006643681610e+01,4.230914000570380296e+01,2.700000000000000178e-01
1.596851395841756283e-01,9.030222962688476684e+00,1.944822158622134012e+01,3.674135455910642634e+01,8.599999999999999867e-01
7.986465905773642016e-01,9.888879470161601404e+00,4.731154824223321498e+01,2.470944113799694009e+01,9.899999999999999911e-01
9.237927141724673330e-01,8.711507400733790263e+00,4.197224845112867087e+00,2.849422756475408391e+01,0.000000000000000000e+00
1.843226659134622469e-01,5.190125182076609889e+00,2.685588773364729320e+01,1.615825266268137739e+01,9.899999999999999911e-01
8.193442923505324105e-01,9.297620361088586804e+00,9.428800565988984417e+00,1.470420747397001904e+00,9.200000000000000400e-01
6.750209749863869124e-01,1.979379573898088296e+01,1.164462519841284305e+01,2.183412362226110304e+01,9.899999999999999911e-01
3.656941310520555044e-01,1.756047254916418510e+01,4.859006233349782633e+01,1.829003531180037712e+01,9.899999999999999911e-01
4.935270830421094601e-01,7.745923305896638134e+00,3.122965471612700128e+01,1.588502914215550454e+01,9.899999999999999911e-01
9.056610216600100571e-01,2.094383085911718823e+01,3.474295023757771617e+01,4.825054281803698331e+00,9.899999999999999911e-01
4.963816864731914746e-01,4.106840999857469754e+00,3.672567782460033214e+01,1.175309389692586315e+01,9.899999999999999911e-01
6.254427970757259203e-01,8.039052651744992062e+00,1.389746089864015488e+01,1.136442865182561768e+00,9.899999999999999911e-01
4.923614091783994340e-01,2.386305128585741642e+01,3.229270269363262713e+01,3.138203657747195052e+01,9.899999999999999911e-01
8.284763090259180673e-01,7.178685181860026354e+00,1.667289475297262058e+01,1.905403969503672101e+01,9.899999999999999911e-01
2.718363348820106440e-01,2.461185362714012115e+00,2.765605297118022676e+01,3.388929858964218056e+00,9.899999999999999911e-01
4.333514911198420583e-01,2.143470810008360594e+00,3.641356033437884321e+01,3.506914271578546050e+01,9.500000000000000666e-01
5.006384464213167185e-01,5.098500750183215580e+00,4.703758619800680663e+00,1.489820501898044114e+01,3.200000000000000067e-01
6.625109671746833850e-01,5.813607534365234919e+00,1.532328875277418945e+01,2.192005326778824070e+01,9.899999999999999911e-01
9.512506168334384782e-01,2.097745489726441903e+01,2.742746358574722265e+01,4.019097422996997437e+01,7.000000000000000666e-01
8.647142996677269489e-01,1.558756975522067023e+01,2.160619701113757429e+01,5.993296156997837798e+00,9.899999999999999911e-01
7.624822278932508191e-01,1.084387116479962465e+01,7.600719065521744922e-01,1.055483906458753118e+01,0.000000000000000000e+00
3.474517368384707483e-01,8.016226020270165620e+00,3.497812425009481530e+01,3.229017102805563866e+01,9.899999999999999911e-01
6.995083261748559211e-01,1.371981606762358474e+01,6.130011327133122023e+00,4.276345946030644996e+01,0.000000000000000000e+00
6.571534973014370173e-01,1.013256860030715245e+01,3.292283680326771389e+01,3.985065447224649660e+01,7.099999999999999645e-01
7.074438328181142932e-02,1.527580312750264468e+01,1.144139343542189202e+01,7.051425679072018227e+00,9.899999999999999911e-01
8.193788189326999261e-01,2.029609805595284655e+01,3.050936932707784166e+01,6.015740317214558708e+00,9.899999999999999911e-01
2.546524941850513146e-01,1.360198539319682709e+00,3.207649619250412343e+01,3.487229218706529110e+01,9.599999999999999645e-01
2.785413842301357468e-01,9.473695724437348531e+00,2.140486949860760291e+01,3.242016851385260168e+01,9.899999999999999911e-01
5.926606656618904623e-02,1.392283926508749659e+01,2.059524047847020256e+01,3.480973537584937993e+00,9.899999999999999911e-01
6.321466401376575339e-01,1.801437297409601257e+01,3.375672589142113988e+00,3.647548024534501110e+01,3.599999999999999867e-01
3.681393986473686653e-01,3.617817375063185459e+00,1.128747705521886502e+01,2.497066004575505715e+01,9.899999999999999911e-01
5.734972424000482905e-01,2.208885570625120920e+01,1.925438931569437173e+01,3.367330122070850962e+01,9.899999999999999911e-01
1.731269024275109425e-01,8.090548830829158433e+00,7.942288070426951840e+00,5.606789388340820857e+00,8.499999999999999778e-01
6.260794338773538747e-01,1.705731001058422436e+01,9.885011833827320515e+00,4.347502390548725515e+01,0.000000000000000000e+00
3.197517633853893537e-01,1.296019201231225360e+01,1.879332138083587012e+01,1.581656032481630803e+01,9.899999999999999911e-01
7.984087618698006983e-01,4.304589384388073370e+00,2.025781529207733200e+01,3.609517199745473448e+01,8.900000000000000133e-01
3.632663930391829554e-01,7.007993960317798532e+00,7.162913071986866775e+00,2.706776068034400140e+01,8.100000000000000533e-01
8.879648622234910249e-01,4.276376607754156289e+00,5.824975944573109743e+00,1.142050320642045591e+01,8.200000000000000622e-01
2.610348161624009844e-01,6.779532349027149074e+00,1.716137450376889362e+01,9.107994712737866649e+00,9.899999999999999911e-01
3.415163642573301184e-01,1.757269181678692149e+01,3.662648040369793989e+01,8.513259542507544353e+00,9.899999999999999911e-01
3.742625096306266830e-01,1.442077404789289119e+01,4.779905353594097761e+01,4.577505106283441982e+00,9.899999999999999911e-01
8.933260591254269523e-01,2.348085063093863312e+01,1.776680532669670143e+01,5.090975009481647495e-01,9.899999999999999911e-01
5.747021708545704266e-01,2.342987381174978623e+01,1.722225310100740359e+01,2.540422166230649026e+01,9.899999999999999911e-01
6.208064463324949322e-01,1.154713393910498809e+01,8.953673714041940457e+00,1.455636518159351667e+01,9.000000000000000222e-01
1.536783250172960580e-01,2.178316282789533886e+01,2.758777785325563059e+01,3.174975245234039534e+01,9.899999999999999911e-01
1.234316810640713191e-01,2.366699889006320490e+01,4.317383412147287913e+01,2.476599858619038486e+01,9.899999999999999911e-01
1.993882036585059581e-02,2.188858041036706581e+01,2.805502404401507022e+01,7.957352567958178469e+00,9.899999999999999911e-01
9.078149172075704598e-01,1.160723315252946719e+01,2.454830958799338703e+01,3.688712034381913440e+01,8.599999999999999867e-01
3.980275253552142400e-01,1.077612274103601386e+00,2.304588340367543609e+01,3.746147402876543708e+01,8.200000000000000622e-01
6.451575589472103855e-01,2.221254870533722681e+01,4.590472601679111619e+01,8.589249277016175910e+00,9.899999999999999911e-01
8.750959608818600355e-01,1.846103275652087206e+01,4.401801822926640995e+01,3.187322136288532448e+01,9.899999999999999911e-01
9.008799856399434258e-01,2.218680211175737682e+01,1.570846830369114677e+01,1.154248864605900948e+01,9.899999999999999911e-01
8.808705362300889297e-01,6.763915323089371157e+00,2.129939587841602133e+01,2.310367588663322636e+01,9.899999999999999911e-01
1.839170613023656253e-01,8.505489034664972081e+00,1.119074373258552946e+01,4.814912249899085595e+01,0.000000000000000000e+00
7.840159962277659655e-01,1.712795412199130674e+00,6.961178706532771265e-01,3.935537661318741698e+01,7.800000000000000266e-01
7.588733298110136305e-01,2.283446991646153279e+01,7.569162596898974193e+00,3.403862191075275234e+01,8.200000000000000622e-01
7.307100932270295113e-01,1.569867464145229263e-01,1.023783882769506937e+00,1.560598991185995565e+01,7.299999999999999822e-01
8.487196772944989309e-01,1.392428402029456080e+01,4.876661688648478155e+00,3.728081511554029781e+00,0.000000000000000000e+00
9.203145513276089762e-01,6.961147033063856959e+00,8.452394598664909608e+00,4.851340364503012381e+01,0.000000000000000000e+00
1.887578111364673905e-01,2.284111132768059349e+01,1.636088519212946579e+01,1.519003064426712335e+01,9.899999999999999911e-01
3.401125916166647389e-02,1.544002549001505642e+01,4.898000653233069102e+01,3.849653286593080281e+01,7.700000000000000178e-01
4.260807990747498275e-01,6.821248809572274752e+00,2.771466057203880951e+01,2.233440770118196639e+00,9.899999999999999911e-01
3.380792868994113576e-01,1.525336886388845237e+00,3.328040895355051276e+01,1.335010668680178192e+01,9.899999999999999911e-01
9.974125275864551554e-01,2.651770928668678806e+00,2.968564788322865766e+01,1.598193709409106944e+01,9.899999999999999911e-01
1.201736248283312714e-01,1.945471307446122822e+01,1.572138905831405609e+01,4.385278938481241795e+01,4.100000000000000311e-01
4.789016635797922472e-01,1.572028563377092070e+01,3.932108505969493706e+01,2.384498259289957289e+01,9.899999999999999911e-01
8.072606371022797989e-01,1.325706681112133012e+01,3.701055224651623377e+01,2.579590715397602807e+01,9.899999999999999911e-01
4.896866146249212459e-02,3.901983888295687208e+00,4.095978874453709295e+01,4.102774741998919339e+00,9.899999999999999911e-01
7.978064581519807019e-01,1.076737711679873932e+01,2.624708431131810471e+01,2.993005915725796839e+01,9.899999999999999911e-01
6.030045724889825376e-01,1.229318308129051829e+01,2.422766992181561108e+01,1.051773885418152155e+01,9.899999999999999911e-01
8.567437729800954083e-01,2.149876126409412436e+01,1.170170403982747631e-01,2.895607136345293853e+01,8.599999999999999867e-01
3.115116040146951315e-01,1.201424033360921584e+01,1.116014681301043332e+01,6.090690460239001958e+00,9.899999999999999911e-01
6.349654375330582301e-01,1.833277641486007425e+01,3.547018862441986187e+01,4.234807371312254531e+01,6.500000000000000222e-01
2.650133684313488169e-01,1.468778487654889098e+01,3.405920045773299165e+01,4.255290249580798445e+01,0.000000000000000000e+00
3.917586217802380144e-01,1.827960884037368317e+01,3.735101621419459406e+01,2.554810483669014864e+00,9.899999999999999911e-01
8.136623459084916243e-01,1.688764055332990566e+01,4.169695491984995783e+01,2.562716357084425667e+01,9.899999999999999911e-01
8.736726825043639177e-01,7.965347235045781460e+00,1.873191374183446722e+00,8.907193031031585662e+00,0.000000000000000000e+00
5.528488390523570439e-01,2.042960608012509738e+01,3.394058173079350382e+01,2.233262345838253182e+01,9.899999999999999911e-01
6.062825451885278660e-02,4.232469824013230131e+00,2.119742711674448898e+01,2.576608776775507437e+01,9.899999999999999911e-01
4.272481791865468947e-01,1.250602909905396132e+01,6.719324563527484528e+00,1.772369928850816567e+00,7.800000000000000266e-01
7.882157687904826071e-01,1.693090433964385610e+01,8.001378718861955619e+00,7.603957381935404491e+00,8.599999999999999867e-01
1.935823380294222629e-01,2.283325111189024170e+01,3.931094053485416140e+01,1.502370973730795978e+00,9.899999999999999911e-01
4.366372611590801922e-01,1.956514931256830181e+01,3.374500459583213541e+00,1.640672418234464303e+01,3.599999999999999867e-01
1.769641693638761559e-01,2.916024608603766666e+00,4.491667373356775528e+01,2.938002645896120058e+01,9.899999999999999911e-01
8.558446440516332965e-01,5.947592830861808011e+00,3.570769178196895322e-01,1.570924629316465904e+01,7.299999999999999822e-01
5.541095248247237537e-01,1.189971552367424046e+01,4.593588875036265051e+01,2.203909749351255698e+01,9.899999999999999911e-01
2.968541410899988575e-01,7.607964229992093763e+00,2.843451655095122987e+01,2.167355047227902887e+01,9.899999999999999911e-01
2.685332936420562477e-01,1.458159707188404575e+01,3.672237474696127890e+01,4.816849156096502105e-01,9.899999999999999911e-01
9.765746035270856940e-01,1.316168339348266869e+01,1.914861523607069316e+01,4.506995411949694130e+01,4.500000000000000111e-01
8.879122509271289987e-01,1.768496785571140606e+01,6.164952321689590065e+00,1.744709629918917315e+01,7.600000000000000089e-01
7.502458157269141781e-01,7.004740714379798838e+00,1.302416881822642480e+01,2.875198526487580608e+01,9.899999999999999911e-01
3.730586364900408958e-01,8.263963289533688084e+00,2.837893936801710382e+01,2.410046194578973910e+01,9.899999999999999911e-01
4.742297612629805537e-01,1.499573569687863284e+01,2.278083107255608653e+01,2.517796848369924234e+01,9.899999999999999911e-01
7.124290707881641982e-02,2.309409149699439467e+01,1.919455400267143474e+01,2.609089991203815018e+00,9.899999999999999911e-01
3.463898063470720601e-01,7.759909474903166071e+00,3.544085468658617799e+01,3.450553707963795347e+01,9.699999999999999734e-01
9.767725119406697187e-01,1.309747982929188481e+01,5.785013405575739398e+00,9.606845959539503710e+00,7.399999999999999911e-01
4.957100983531096405e-01,2.385684804761750044e+00,4.136318107817643863e+01,1.634023588852413056e+01,9.899999999999999911e-01
2.088457361309357108e-01,1.301779727162078970e+01,3.787204848969800963e+01,1.312460005159588050e+01,9.899999999999999911e-01
7.754137029800931558e-01,1.843347944341886802e+01,2.329873952319293196e+01,2.247152204827726862e+01,9.899999999999999911e-01
5.820342767874363554e-01,1.853377357700508554e+01,8.365390422616428623e+00,2.115156055884393993e+01,8.599999999999999867e-01
7.058599935342974030e-01,2.197279514688587199e+01,2.419162892309815760e+01,2.532944248624421846e+01,9.899999999999999911e-01
3.746824592375630480e-02,5.423784815549314686e+00,2.078532315638867090e+01,3.542388208565356855e+00,9.899999999999999911e-01
6.045882908492912211e-01,1.855314052712828143e+01,3.161077557187128662e+01,3.522236980084095848e+01,9.300000000000000488e-01
6.165081167765222858e-01,1.932573135619863436e+01,2.371029125497541301e+01,1.415365198008438874e+01,9.899999999999999911e-01
2.513549480482701881e-02,1.336204349899607990e+01,2.521692000727157890e+01,2.245193498632932361e+01,9.899999999999999911e-01
6.610503026662394310e-01,2.103567665178468005e+01,4.443875668525627098e+00,3.159183475004337183e+01,3.300000000000000155e-01
7.751477665959515262e-01,6.422060203449389881e+00,4.205974183013304213e+01,4.804794342300021981e+01,7.099999999999999645e-01
8.605293384838538229e-01,4.547625125061724560e+00,2.682739780095245408e+01,3.112413176135470039e+01,9.899999999999999911e-01
8.011516365275683782e-01,2.098446477156078416e+01,4.138893010036776232e+00,4.404650348219924894e+01,8.100000000000000533e-01
6.655204846127188434e-01,2.312976214202485536e+01,4.071445671887703099e+01,2.442059531446581744e+01,9.899999999999999911e-01
7.415332581142060064e-01,9.254550013953153353e+00,4.771468956655949967e+01,3.297071918568047266e+01,9.899999999999999911e-01
6.618386242965536015e-01,1.481625477315784423e+01,1.004047572771167474e+01,2.025004713218901031e+01,9.599999999999999645e-01
3.445325408302424286e-01,1.193176584801965845e+01,1.950700753220018413e+01,2.383000737742581165e+01,9.899999999999999911e-01
4.613821861633841115e-01,4.748757900479953165e+00,4.453347615990978170e+01,3.835162618840251270e+01,7.800000000000000266e-01
8.260514687759359376e-01,1.614201922689593616e+00,3.396833110078070916e+01,2.515896885268346761e+00,9.899999999999999911e-01
7.661615581473535386e-02,1.230039527442603031e+01,3.980949361859745039e+01,4.461108736865000424e+01,0.000000000000000000e+00
4.696930058385824225e-01,6.081834668296361990e+00,2.456028815577088054e+01,1.707159229775555076e+01,9.899999999999999911e-01
1.271869382798510584e-01,2.739425333994135237e+00,2.001701999921573716e+01,2.901320072441924225e+01,9.899999999999999911e-01
8.340150656743039459e-02,2.084461081306823615e+01,4.454460154152469187e+01,3.309460221745043640e+01,9.899999999999999911e-01
7.347998162680758893e-01,1.226619205781243771e+01,1.474812152672489951e+01,4.162277721748803572e+01,0.000000000000000000e+00
5.246616193670324835e-01,7.187914471934207405e+00,8.438603900970862881e+00,4.507478775869247301e+01,0.000000000000000000e+00
1.793427893469478063e-01,2.017536888125705730e+01,2.110808089736185522e+01,2.216634983582296314e+01,9.899999999999999911e-01
2.854372760313573787e-01,2.291293151189643140e+01,3.061267427354263049e+01,2.080094509135501823e+01,9.899999999999999911e-01
8.151556540557167718e-01,1.639788780344683161e+01,1.200004605124787460e+01,3.937596040732202596e+01,7.299999999999999822e-01
4.828151216607321494e-01,1.435541778365571908e+01,4.507022407306675404e+01,2.479663635600795057e+00,9.899999999999999911e-01
3.530960244011052129e-01,8.525967874688204162e+00,1.762855226097637118e-01,2.678087417218527833e+00,0.000000000000000000e+00
9.024834091741799069e-01,2.034078020206978721e+01,2.962316213155754241e+01,2.637878142414647087e+01,9.899999999999999911e-01
2.593207234433059227e-02,2.204676238834691304e+01,4.544921807446866069e+01,9.519594005744162146e+00,9.899999999999999911e-01
7.648611829313577415e-01,2.059977490462622285e+01,2.351598037975382027e+01,3.551852716032244928e+01,9.200000000000000400e-01
4.625102047676294958e-01,2.281580163247003412e+01,4.567941795549474193e+01,2.388874045519737521e+01,9.899999999999999911e-01
6.027949446285134627e-01,1.869400559037258702e+01,3.569689545393868002e+01,4.350533690821849575e+01,0.000000000000000000e+00
8.861403334306978685e-01,1.489434374335019839e+01,1.026019375199310746e-01,1.057851228441056968e+01,0.000000000000000000e+00
7.171094072446995149e-01,1.214743635364130370e+01,2.316863868809716465e+01,4.181358989731958076e+01,0.000000000000000000e+00
1.546227091233072226e-01,1.194341870153069962e+01,2.765765653559721926e+00,2.124711724515913058e+00,0.000000000000000000e+00
7.300805680837034739e-01,9.611719258931540111e+00,4.754098113286611138e+00,2.074054357600894960e+01,0.000000000000000000e+00
1.504664558307891031e-01,1.702737224209597500e+01,1.423232887934682367e+01,3.133242594414390680e+01,9.899999999999999911e-01
1.158860021424167330e-01,6.858811181423833503e+00,2.040623539651674889e+01,4.082124100695029512e+00,9.899999999999999911e-01
3.807124629858636977e-01,6.924673192824444712e+00,2.135716145886116024e+00,1.074382608112588500e+01,0.000000000000000000e+00
2.785833534710683290e-01,1.361401866239299352e+01,4.766780123547826875e+00,4.810247873579155709e+01,0.000000000000000000e+00
9.107427649872747999e-01,1.939884041698226724e+01,4.651473576791795495e+01,1.881153274376989515e+01,9.899999999999999911e-01
6.340551376476172285e-01,5.669046537414740961e+00,4.765656572994674889e+01,2.445902078978616956e+01,9.899999999999999911e-01
6.273384133133930174e-01,1.166072408476675193e+01,3.721945997951450380e+01,9.810746420673892132e+00,9.899999999999999911e-01
2.989559332178799433e-01,2.191323984904928324e+01,1.081888575241267425e+01,2.783557219124938698e+01,9.899999999999999911e-01
1.753272760476023429e-01,1.428476734909868284e+01,4.390053726873341056e+00,1.434871966282847389e+01,0.000000000000000000e+00
5.113080144362940338e-01,2.079660476666377633e+01,2.304286306554262964e+01,2.685345712616512337e+00,9.899999999999999911e-01
2.617932749586859842e-02,1.342480397524851909e+01,6.311218278253866387e+00,1.824667839104152023e+01,7.600000000000000089e-01
7.078267267790293582e-01,1.013771927865037803e+01,2.757274356028985451e+01,2.376127279011924998e+00,9.899999999999999911e-01
1.311969775106047731e-01,2.344617537932172979e+01,1.543290839385442936e+01,3.541387964127743260e+01,9.200000000000000400e-01
1.197369297565837876e-01,2.321323489859606326e+01,2.323549321111884058e+00,4.590260423766966369e+01,4.199999999999999845e-01
3.401430686291432304e-01,2.925918327527436524e+00,1.547839350952879833e+01,2.203832196417556588e+01,9.899999999999999911e-01
7.341524582716096869e-02,1.756011981865031402e+01,3.233497302869841938e+00,6.618666339706096302e+00,0.000000000000000000e+00
9.387722049227608112e-01,1.452383944250048842e+01,2.626188850992508250e+01,1.042771953336335145e+01,9.899999999999999911e-01
1.643503268295076758e-01,1.915854087575836218e+01,1.602262515097567075e+01,4.126846595090449910e+01,3.500000000000000333e-01
5.391059343717674590e-02,1.235847966545639665e+01,4.224379202622758811e+01,3.402957195990347827e+01,9.899999999999999911e-01
6.228807419009646518e-01,2.378822310097268655e+01,1.260168267916642648e+01,7.210770648567008667e-01,9.899999999999999911e-01
6.000638370061958105e-01,6.063620315835303032e-01,4.727569820482408858e+01,4.533853990874572304e+01,4.000000000000000222e-01
8.492061265107546664e-01,3.555577070612931045e+00,5.006701413160807412e+00,1.735534083747835021e-01,8.499999999999999778e-01
5.053288902252238701e-01,6.721182917324651562e+00,4.740374417751452540e+01,2.607095196666792347e+01,9.899999999999999911e-01
4.896246181515262474e-02,1.460713160734461624e+01,2.030985498378292675e+01,4.548760629584258908e+01,1.799999999999999933e-01
1.472173271118742965e-01,5.568127060079143043e+00,1.343516902042153127e+01,3.957157782771010091e+01,7.199999999999999734e-01
7.905183700156025450e-01,1.330498262145067301e+01,3.508030158704785073e+00,3.906227719638864926e+01,0.000000000000000000e+00
1.308577627070726113e-01,3.049484836844606583e+00,3.170604854118576199e+01,4.512459672569932678e+01,4.199999999999999845e-01
9.468052924303391737e-01,9.169534710564027691e+00,2.523970723925689441e+01,4.039691829058031658e+01,0.000000000000000000e+00
3.235045984310930267e-01,1.605388371772828648e+01,1.768984723886316601e+01,3.484849093227752803e+01,9.599999999999999645e-01
3.738347486025741517e-01,4.154482712747582518e+00,1.233155774157036610e+01,3.521814830834058796e+01,9.300000000000000488e-01
4.794648387582892690e-01,2.044689559116581634e+01,3.629894121572966270e+01,4.485599489161357667e+01,0.000000000000000000e+00
7.817411374936099611e-01,5.707057843503801742e+00,3.904878628300201626e+01,3.699916336761817348e+01,8.599999999999999867e-01
1.091870151162623870e-01,8.627047293138652151e+00,9.680712916390479705e+00,1.548540306842378556e+01,9.300000000000000488e-01
7.412133673168233017e-01,1.919305356417641661e+01,1.236794055798970682e+01,3.914671957949357051e+01,7.399999999999999911e-01
8.049118063407046941e-01,2.389832771611093420e+01,3.022461132427353370e+00,4.168086528144248604e+01,6.099999999999999867e-01
3.072303799064557417e-01,2.328413565184543543e+01,3.936726659090373204e+01,4.685562220149854795e+01,3.699999999999999956e-01
5.707041381263227020e-01,1.384697509345153144e+01,4.136414313893364891e+01,3.436131589571245826e+01,9.799999999999999822e-01
5.480208432240041283e-02,2.252864693360147896e+01,2.324697491119120230e+01,1.390308310598041608e+01,9.899999999999999911e-01
9.578465515984934120e-01,1.529611000026396184e+01,3.523269780977537380e+01,2.258022304238924249e+01,9.899999999999999911e-01
8.868915403486934412e-01,1.169012889169371050e+01,4.676568059679746625e+01,1.810063783881510346e+01,9.899999999999999911e-01
4.423064888502928893e-01,1.909241084209074302e+01,4.809610956199141185e+01,1.848916488636739786e+01,9.899999999999999911e-01
8.860560738118907764e-01,2.137928532674136761e+01,3.450303964198413809e+01,2.278455770822204940e+01,9.899999999999999911e-01
8.886738256863859764e-01,6.497930561120770498e+00,9.554165828116486736e+00,1.711053884146479742e+00,9.200000000000000400e-01
2.476813702424134345e-01,1.469771793455690023e+01,1.310633188979054609e+01,1.958476673920989342e+01,9.899999999999999911e-01
