withdrawal_percentage,hour,transactions_per_day,transactions_per_month,output
2.626948334295836629e-01,1.315877291006683691e+01,1.829722359394319398e+01,4.741962682971814758e+01,1.804747293168346700e-01
8.282380393348162118e-01,1.215676020606260366e+01,8.326062828101253643e+00,3.106402704907272749e+01,8.444062148683618707e-01
9.953908195351435229e-01,2.026383853688118819e+01,3.249104883011409584e+01,3.956746383752450669e+01,8.330185271766707977e-01
3.111149248329643235e-01,2.071183119820707574e+01,1.322504318346927832e+00,6.997547149834672631e+00,4.114159422512682074e-01
4.383611510537335221e-01,2.086978397429671972e+01,1.052903094205197121e+01,3.346317330391345735e+01,8.449181112480450562e-01
6.896077862213634280e-02,4.784263105696648921e+00,2.173085170610505656e+01,1.104336909666724331e+01,8.449232898130026870e-01
9.427024072994555359e-01,1.363168951961470654e+01,1.608569585030048188e+01,2.640089137312700984e+01,8.449232897970559986e-01
3.752452748290047158e-02,2.365059517570978542e+01,1.705124585623845945e+01,1.853337060610163789e+01,8.449232898130026870e-01
9.040824673810330392e-01,6.433568467979557504e+00,2.805218090724497237e-01,1.742976341367309834e+00,6.718709808552161267e-01
4.905139020655012727e-01,1.223407710668589843e+01,3.539891038702579351e+01,2.706037734437169462e+01,8.449232898128771208e-01
3.236247271723887708e-01,1.996695456708323491e+01,1.568859408877774975e+01,1.567120589170272993e+01,8.449232897492435779e-01
3.981290432668410650e-01,9.152122575853285369e-01,3.591602336984607291e+01,4.372382028480447502e+01,4.999968957792945701e-01
3.192422422561383977e-01,1.163473916700367994e+01,1.462687302921778176e+01,2.137382537409118299e+01,8.449232890950255648e-01
6.375396233473830110e-01,1.536669508984135746e+01,1.408939403923858968e+01,1.934466304081777466e+01,8.449232882415099732e-01
1.249048202990319378e-01,1.695659456337902071e+01,3.421080233579986185e+01,3.724102262587039291e+01,8.428122985437704884e-01
4.605574591952142915e-01,2.254597775633616052e+01,4.380765678722556089e+01,3.471695237387079658e+01,8.449158448685023526e-01
1.191967127574858898e-01,6.426209948519080228e+00,2.082109416795153045e+00,2.705632340006461334e+01,3.893791374671011218e-01
8.738278921577425917e-01,1.898000884576762815e+01,4.389868717554666944e+01,3.749460363668600138e+01,8.422397187140181485e-01
3.535703913066007287e-01,4.617690392868667892e+00,1.449594291486234532e+01,5.264151999604891330e+00,8.449232888918052353e-01
8.298762148425627982e-01,2.798465667036177607e+00,4.326824171024121313e+01,2.521203110891359600e+01,8.449232898130026870e-01
3.187079709809930161e-01,1.579098233433857246e+01,1.204267212596362313e+01,4.680505273395363020e+01,2.241330396546469539e-01
6.182213849180596688e-01,1.524118908369568715e+01,1.805197686400009616e+01,3.274264448591969767e+01,8.449231864275319470e-01
9.164123287733672019e-02,7.200553097620366216e+00,3.221453221191999461e+01,3.747247181692356577e+01,8.419300885855778294e-01
5.427974757364023572e-01,2.090632464635017485e+01,5.937119991146196263e+00,8.915985448926205814e-01,8.041480300362335853e-01
4.892003130436550773e-02,3.415296955276734714e+00,1.093688389412764694e-01,2.380508345962294570e+01,4.996342760021373897e-01
9.511320065552097969e-02,2.201154949460145360e+01,3.621980933346172549e+01,2.027845049457664928e+01,8.449232898130026870e-01
3.809315680651542690e-01,1.715122196762893125e+01,2.011672985991920015e+01,3.209722652246727392e+01,8.449232635436764172e-01
9.244535475586991291e-01,1.552551121189701533e+01,2.826435193215017350e+01,3.076929766971795388e+01,8.449232884701718405e-01
6.312866997655526280e-01,2.481733144125240820e+00,3.355157826832063250e+01,3.809684561213168053e+01,8.370061963692791984e-01
2.993042450093702511e-01,2.030648396094643715e+01,4.779729280983140427e+01,5.087205363576713602e+00,8.449232898130026870e-01
6.985637380791206441e-01,2.322257428032174076e+01,4.223583336666103349e+01,4.784207367943609768e+01,6.412380398583373831e-01
3.714315586684474590e-01,1.336843181029716732e+01,9.800537435415385801e+00,1.615674105493249968e+01,8.448982882927071891e-01
6.525975187932012700e-01,1.961455495593494547e+01,4.725510035127566510e+01,1.305412078387197194e+00,8.449232898130026870e-01
8.598589361170362322e-01,1.760300891393710288e+01,3.549108638612455024e+01,4.684951133638180920e+01,8.154505579658418712e-01
5.833219587859164168e-01,9.467630757245943940e-01,4.050007612955627501e+00,6.835228014331827140e+00,5.160438753770772990e-01
3.331364862716309494e-01,1.803064231078741031e+00,3.867572782171844636e+01,3.825763063297514321e+01,8.326463382227076160e-01
2.717166198939089394e-01,1.762137699541180424e+01,2.531114567255342251e+01,7.372478127247081403e+00,8.449232898130026870e-01
8.059709605459074444e-01,1.744386393175087946e+01,4.417882910421374731e+01,5.176787950371204872e+00,8.449232898130026870e-01
7.078686711579429414e-01,1.384600702680219797e+01,4.537538568818121121e+01,4.345211521862348292e+01,1.672450127780854556e-01
4.359589152326305284e-01,1.669250896635315939e+01,2.835199591545875109e+01,3.273112731954860521e+01,8.449231878603871149e-01
9.138497760426966821e-03,7.542838333650534466e+00,3.811935872543748616e+01,1.525019354100950864e+01,8.449232898130026870e-01
7.251182559413202888e-01,1.430685902328784920e+01,1.986270840391587811e+01,3.619046273617173881e+01,8.447120010216997432e-01
7.223891793673270501e-01,3.010041718200042737e-01,3.464553713819305614e+01,4.842242850783350150e+01,7.294747312170839493e-01
6.679409131509770337e-01,2.595815235652878528e-01,4.343804397823726759e+01,1.644588037671345404e+01,8.449232898130026870e-01
1.236851145969987131e-01,3.856026717374874124e+00,4.764501549336948472e+01,9.568822420349578195e+00,8.449232898130026870e-01
5.585083689253809158e-01,1.756836680602472001e+01,3.357866550120144922e+01,4.330995685269271434e+01,1.965359697032943442e-01
3.715535104822564882e-01,1.472682907907615402e+01,2.363534603911527654e+01,4.061254307006887387e+00,8.449232898130026870e-01
1.752756199792410152e-01,2.168919385127674104e+01,4.179265855774787752e+01,3.687986346273400784e+01,8.442511445299667461e-01
4.960436799164391619e-02,1.944888591083827123e+01,5.448393465500777744e+00,1.265392634722279119e+01,7.477278977706024454e-01
3.224359328504844413e-01,2.216255283393108044e+01,4.491067577301549818e+01,7.637347987969786978e+00,8.449232898130026870e-01
1.036759268181256521e-01,1.496329929497133726e+00,4.507268261404236398e+01,3.124883010775956294e+01,8.449232848885123159e-01
4.768111421880574241e-01,4.489040584909989917e+00,1.977500360966593718e+01,2.614730200418924966e+01,8.449232898129999114e-01
2.658729423310334239e-01,2.245030291299814351e+00,1.659953778431009042e+01,1.709504340090617802e+01,8.449232898058050001e-01
8.724834453455584393e-01,4.639665562960551881e+00,4.561936005817310047e+01,4.748362013123861658e+01,8.346933025654503790e-01
4.346307502919429799e-01,9.701263775315283056e+00,3.164382707942241524e+00,1.032036020683065480e+01,1.591190618350581953e-01
2.770614781579529007e-01,1.332754433684743134e+01,1.857500968784527728e+01,4.185748842708898820e+01,1.930489075053735404e-01
1.162383918291013396e-01,1.605556354691412224e+01,1.810118431585786780e+01,3.855838679746916853e+01,8.240463790086711704e-01
7.606267588118932332e-01,8.122896190780497960e+00,1.900029685382695988e+01,4.811891620365215516e+01,1.665759152034018697e-01
6.474966913665680668e-02,2.058932203109256953e+00,3.697124869655475266e+01,2.341997302518960211e+01,8.449232898130026870e-01
9.109462142350512881e-01,2.151298269800919272e+01,9.142373827215811488e+00,1.618568328268562340e+01,8.448454162114785726e-01
9.803129266645086437e-01,1.907061824419522367e+01,1.616568667015561545e+01,2.755075510330091504e+01,8.449232898130026870e-01
4.994091871982260233e-01,1.916951028064798024e+01,3.686385282342903480e+01,4.588045867857861992e+01,2.221281766006506786e-01
6.001535691885923063e-01,7.219740239958261085e-01,1.210795754814088188e+00,2.742080625904074154e+01,5.010654643793213125e-01
4.870727315845146954e-01,4.214210999907670896e+00,2.411314987424935197e+01,4.664967327659510232e+01,4.984450238250499599e-01
9.436866418605934781e-01,7.301371490183648838e+00,3.747866157349871230e+01,2.402211794100691744e+00,8.449232898130026870e-01
1.470389294784846257e-02,1.046283515587108326e+01,2.478697826677531069e+01,1.350629790662143748e+01,8.449232898130026870e-01
4.799093999674294286e-01,4.755046160801546407e+00,1.957133274066829287e+01,1.649215413783942807e+01,8.449232898130026870e-01
3.773495990161432889e-01,1.916225119458981041e+01,1.567799845980811924e+01,6.949390789983226568e+00,8.449232897475860149e-01
2.264682810480820319e-01,2.305721525676803907e+01,3.182849882299089117e+01,5.640397734326445089e+00,8.449232898130026870e-01
9.987204818259148853e-01,2.827143803820314716e+00,1.124101741789561792e+01,7.408825545863516382e+00,8.449232898130026870e-01
3.425152190704039423e-02,9.140399735135240178e+00,2.303394659781006837e+01,4.205535757817510500e+01,7.106683279499096395e-01
5.183749738734031443e-01,2.191846775491657695e+01,4.827077079326512887e+01,1.703420287616629736e+01,8.449232898130026870e-01
6.781987336928297916e-01,6.955493120429919074e+00,4.251590359468314517e+01,1.216198379770301763e+01,8.449232898130026870e-01
4.216647276639524655e-01,2.298608648604930949e+01,1.191621738793365459e+01,9.895558931207688147e+00,8.449232898130026870e-01
2.995526903880030289e-02,2.259829576193460099e+01,8.007049217260255869e-01,7.020723373605537887e+00,1.503616587942841476e-01
2.754667536787062110e-01,1.119550644733571687e+01,1.816269747351420705e+01,1.606355093064338746e+01,8.449232898129477309e-01
2.179975341272509803e-01,9.740751467313835121e-02,2.398758002374495746e+01,4.421196569090535888e+01,4.999962333780239576e-01
9.246413887798744513e-01,8.607061234507037639e+00,4.669311766171178135e+01,6.788894843693430659e+00,8.449232898130026870e-01
3.646542547909265020e-01,1.953588783343893098e+01,2.535331955448346264e+01,4.015040158656145763e+01,7.820270736435309678e-01
2.466840667100665963e-01,9.276657381299802552e+00,3.483039341029459024e+01,2.737365715570026126e+01,8.449232898125142999e-01
5.210705123529369986e-01,1.844869319062683033e+01,9.872285190307470870e+00,4.136559381476822495e+01,7.125803747523167253e-01
5.092742935129316306e-01,6.172301036921952644e+00,3.301269083531019533e+01,2.334453351330224535e+01,8.449232898130026870e-01
1.783043032166327091e-01,2.141457831956546087e+01,1.682727597900123229e+01,2.308590555759492347e+01,8.449232898092705613e-01
9.805709552001063978e-01,1.999219498692534458e+01,1.131776158028146995e+01,1.838513557841494261e+01,8.449232898130026870e-01
5.562630743854983795e-01,1.708622117865684942e+01,3.994204930038925028e+01,2.648358876459154132e+01,8.449232898129798164e-01
1.934580041791306160e-01,1.493333381394884363e+00,1.950676249448791921e+01,3.564640553153743241e+01,8.448622858449064132e-01
7.322221843557695786e-01,1.318530882657803360e+01,2.028764552165716495e+01,3.207476087646982421e+01,8.449232660875960477e-01
4.063692726357417406e-01,2.247774992716066222e+01,2.532753904608775031e+01,1.260162532505040822e+01,8.449232898130026870e-01
6.708005547847719630e-01,1.569978329891783098e+00,6.864791025638134592e+00,3.643625655593218227e+01,8.360070769708012328e-01
3.380787064180822421e-01,1.388362535647353013e+01,3.112700286405003958e+00,1.757611759581063282e+01,1.650271152756486726e-01
1.616710204989018074e-01,3.412460626915274631e+00,5.005091669247153874e+00,1.200709578487656470e+00,6.249972488444108798e-01
3.657391390628879080e-01,1.820084081588459313e+01,2.110485341636882595e+01,3.629321724815318362e+01,8.446370692967865024e-01
1.750073922997513742e-01,1.169036130316196775e+01,4.280875820441382018e+01,3.097359782140407702e+01,8.449232881395780659e-01
3.759355878097856429e-01,7.519651424010037388e+00,1.388669387671404465e+01,2.869083725845792898e+01,8.449232866690495891e-01
4.853298375895019889e-01,1.362629540957759922e+01,3.543720105561407152e+00,8.229652376973614736e+00,1.685712060224637543e-01
9.096522858385086563e-01,3.334566670467529192e-01,2.909995673110356229e+00,9.626335384591399702e+00,8.440813768433539366e-01
8.908389972471361107e-01,8.131503524922305104e+00,1.815164783756677735e+01,1.343691962766313752e+00,8.449232898129467317e-01
4.342201319461570508e-01,1.138995375053154291e+00,2.164531828041771178e+01,4.529602648969372325e+01,4.999963577793828384e-01
7.875272148156775565e-01,6.692266815506242139e+00,2.574700403718003372e+01,9.521158145809836881e+00,8.449232898130026870e-01
7.861897280669671861e-02,1.823343403434481758e+01,3.194764234237410605e+01,3.766524515362530678e+01,8.411161015420590692e-01
8.240385309193072327e-01,1.479079875765195062e+00,1.535157640135722978e+00,9.923647169753799346e+00,8.386849810115427628e-01
2.387134878360057666e-01,1.231923077953932477e+01,2.717292916548852233e+01,4.557402887770732036e+01,1.888347597383409626e-01
1.863081349851941626e-01,4.442829259869045977e+00,6.027491426076092118e+00,3.694273490969585083e+01,8.096725633003636347e-01
1.366348761416342761e-01,1.715672019275358906e+01,2.657559065290347533e+01,3.163669446374715122e+01,8.449232795407456420e-01
1.533612458587241267e-01,6.808009189312560494e-01,2.195451506049075618e+01,8.889593979660618928e+00,8.449232898130026870e-01
3.922207253145345573e-01,2.088060303342187751e+01,4.300273046215811235e+01,1.434697693930807372e+00,8.449232898130026870e-01
6.918433450138471441e-01,1.756495823930211486e+01,4.881335204255100990e+01,4.028235277113596169e+01,7.711389089292955967e-01
1.167191708190381538e-01,3.544805421138081059e+00,8.133476727520983829e+00,4.678648845494651098e+00,8.442276475129943947e-01
2.849689448265962932e-01,1.367173968542539342e+01,5.836524372493560264e+00,3.652379893762272189e+01,7.971466301923145759e-01
2.147556897208150462e-01,1.515558734742826275e+01,4.605393787466782385e+01,2.510356396400639056e+01,8.449232898130026870e-01
3.015540711895390302e-01,1.510061664161210970e+01,1.142003442694489657e+01,4.755820933702781872e+01,1.909060166733390074e-01
5.408340074017001786e-01,9.856282818849852134e+00,1.490185525786338872e+01,4.313441262948955313e+01,1.507181378856203569e-01
3.879567626106112943e-01,2.163693647656582186e+01,2.579057584872969144e+01,3.414511309179646759e+01,8.449209580581318324e-01
3.198598981869549274e-01,1.290584503270567396e+01,2.376972129498996722e+01,9.212948374388570727e+00,8.449232898130026870e-01
7.790604400117617789e-02,7.692736739302610260e+00,4.010544437121951944e+01,4.422710488967791775e+01,4.992672451900851960e-01
1.451119829474168954e-01,9.254529587594099382e+00,3.889232718418694645e+01,4.627833171295431924e+01,3.115668230541878136e-01
3.897571371985120159e-01,1.358360862090684584e+01,3.806597169637171429e-01,2.897623898741520065e+01,1.520618577604894994e-01
2.744503846745803832e-01,1.752121151778626640e+01,4.801969022758682115e+01,1.070800759157485071e+00,8.449232898130026870e-01
9.201112423220859649e-01,6.982048720494895555e+00,4.387395071546610836e+01,4.038794588418872422e+01,2.539770234664098236e-01
6.815663632974212627e-01,1.226965430924994216e+01,2.739643283073353075e+01,3.602390421931836073e+01,8.448173427149481274e-01
7.140197648845644229e-01,3.635636005293138240e+00,3.233529321146721003e+01,8.282041262498047729e+00,8.449232898130026870e-01
6.295575489941858116e-01,1.474941245761277386e+01,1.442967622020707941e+00,6.993846119485478852e+00,1.618251579569662535e-01
2.307909387120695710e-01,4.852034978304144985e+00,3.888645179103719762e+00,2.623493177062670867e+01,5.061751515241986743e-01
1.709160440035651929e-01,1.676200497238200526e+01,2.740901805470856090e+01,4.306039896775148890e+01,4.976562641426571787e-01
8.681637762112603962e-02,1.624826942656586937e+01,9.173799726009601585e+00,1.582407733264360239e+01,8.448471206441542369e-01
4.781783125620042707e-02,1.648523923643581313e+01,5.145944978605906606e+00,3.985366296173532419e+01,5.312750896367008924e-01
6.681404078364500121e-01,1.835321263588898333e+01,2.680349478963845655e+01,4.576394902383060526e+01,7.851016316916230586e-01
8.592851697597766458e-01,1.376137870062744284e+01,2.310288024856346922e+01,1.009573964594040252e+00,8.449232898130026870e-01
7.517420345109546709e-01,1.511401280485207010e+01,7.035518362960256233e+00,2.916425844147714486e+01,8.387893995192001739e-01
2.318001223677326195e-01,1.633067505761025018e+01,2.174668033586148574e+00,2.545398099684226878e+01,2.025319548501642031e-01
5.289550480913750574e-01,1.334324719909848156e+01,2.341425388678326769e+01,4.034436108364138107e+01,2.607683773813411210e-01
7.866638140895833020e-01,9.566812657837528988e-01,4.442253060592797453e+01,4.275382195675761920e+01,8.278722463670737941e-01
1.716053733301553530e-01,2.380025122304172314e+01,3.173741773126412369e+01,4.457016288746996935e+01,7.240562325244976893e-01
5.797022882654158105e-01,1.886401493277121943e+01,8.299327381445796847e-01,3.422659200262689438e+01,4.992116359294496708e-01
6.983664506110097703e-01,1.470030132198178840e+01,4.685104944521568626e+01,3.645728669763535379e+01,8.445432425779542118e-01
4.356331196561138430e-01,1.484838804748298990e+00,7.934155560867243162e-01,3.658875243366655372e+00,4.999944360996257386e-01
3.912363436927981386e-01,8.526811973393655819e+00,8.008118783392308870e+00,2.714591405013249670e+01,8.441362629222594061e-01
1.920218941294927761e-01,7.093634204876605232e+00,3.814963530763485977e+01,1.399275933689403040e+01,8.449232898130026870e-01
9.317648376423599554e-01,8.390094810775472922e+00,3.695019550176090206e+01,4.157300465284412638e+01,1.656482524673485168e-01
8.447385548852174297e-01,9.148178018652071586e+00,2.679935586535926006e+01,3.491430829207516240e+01,8.449139798401912316e-01
5.298507688354798795e-01,1.804576215040124865e+01,1.532635586625390722e+01,3.960427039771450808e+01,8.134320658624296652e-01
7.726019303608230304e-01,1.159087367369578203e+01,3.949500727722985260e+01,1.503945106531588038e+01,8.449232898130026870e-01
1.886781425653729638e-01,1.712419798090890666e+01,2.735943876916837780e+01,3.593061869244070294e+01,8.448383132198474810e-01
8.309711590082057286e-01,1.833015614404244431e+01,3.188906217341863325e+01,2.734899592893477660e+01,8.449232898125463853e-01
8.992970538655864488e-01,1.059205411453450907e+01,3.720802157289804768e+01,1.504806028601568002e+01,8.449232898130026870e-01
3.763776772351246080e-01,7.003627025337172185e+00,3.054700064731275688e+01,3.410185013813603616e-01,8.449232898130026870e-01
5.096779752175865097e-01,4.115782385228530238e+00,3.325736948430181883e+01,2.125810740652928743e+01,8.449232898130026870e-01
7.703872266014278880e-01,2.227699172405318251e+01,2.879989984839086858e+01,3.702142396396154567e+01,8.446458455034188129e-01
7.049314171427084608e-01,1.105521254108478679e+00,4.742617968900089664e+01,4.176581473859462790e+01,6.459750173484167801e-01
1.943616575590481066e-01,3.436066558295144624e+00,3.642867392852501496e+01,1.268143100660214451e+01,8.449232898130026870e-01
1.859499366569250522e-01,1.973591233004047929e+00,2.286945618828823967e+01,3.717081290605307942e+01,8.433571905282124526e-01
5.019600558152426117e-03,9.848424390103836856e+00,3.335933512069392748e+01,6.119675391141816689e+00,8.449232898130026870e-01
5.293700187466321427e-01,2.142869314166971151e+01,4.437626917868426801e+01,4.842733449930923229e+01,5.934898574998582754e-01
9.700830171527773382e-01,6.579528989127287453e+00,1.238074209641310830e+01,2.706414169740918041e+01,8.449232898130026870e-01
5.347060275932086215e-01,2.316938081513595193e+01,4.545166314468443858e+01,2.247797757664811513e+01,8.449232898130026870e-01
2.664253850706954641e-01,8.096753406376716811e+00,1.840056684908641493e+00,1.602522238055898995e+01,1.705722087502762330e-01
9.705438998459989808e-01,1.749285758277689595e+01,1.616584985703653743e+01,1.164688305443386795e+01,8.449232898130026870e-01
6.731509854790340697e-02,1.468648899082758419e+00,1.194897710377125044e+01,1.929715159943802405e+01,8.449231061464763659e-01
9.287956978248559370e-01,1.330010342942733104e+01,3.751871131462563369e+01,2.724509009810173055e+01,8.449232898126746161e-01
4.572127478049736737e-02,1.044840157391344704e+01,2.324145801611909423e+00,2.242137365739339216e+01,1.522003283503615134e-01
5.314450763753852947e-02,5.649792675312319545e-01,2.527812308520843487e+01,1.230778819290608972e+01,8.449232898130026870e-01
5.848815980625527988e-01,2.273158853627824172e+01,1.337686615227163678e+01,3.847189173409682894e+01,8.416825088431117985e-01
3.465319824731276643e-01,1.224855464922494264e+01,1.510797205525651776e+01,1.731077097355706584e+01,8.449232896512482993e-01
2.525232559729629900e-01,1.218600447630687356e+01,4.705870693487955236e+01,1.190785163835017535e+01,8.449232898130026870e-01
7.473767626874975312e-01,6.176613802662298980e+00,3.175070322317609950e+01,9.450777841871568441e+00,8.449232898130026870e-01
3.439312087969984555e-01,2.236040342725602059e+01,3.367455327365032502e+01,4.298949290974742610e+01,5.002192227051803775e-01
9.429122441893458273e-01,6.326859424324036141e-01,3.681507648794911347e+01,3.440205715954554933e+01,8.449187353361390374e-01
6.027990489474155389e-02,1.872239091551659129e+01,3.875642591056168840e+01,8.516390093228249469e+00,8.449232898130026870e-01
7.110678253891603573e-01,1.764535174870329293e+00,3.508869894338965167e+01,1.447021225535552347e+01,8.449232898130026870e-01
9.570666277520069043e-01,1.956414870611219214e+01,4.550118093510780426e+01,1.833981995678889021e+01,8.449232898130026870e-01
5.469881525545505774e-01,2.362749352310539308e+01,1.942786301611181088e+01,1.181453855146523502e+01,8.449232898130026870e-01
9.566603647771787511e-01,7.958212161595252354e+00,2.161341272424037996e+01,2.085459776642777641e+01,8.449232898130026870e-01
8.524571419847287723e-01,1.145365465268511507e+01,1.555109455037250754e+01,1.897343653629749483e+01,8.449232897269689513e-01
2.994644117057755350e-01,1.544704500008633374e+01,3.108756780908327499e+01,1.461110505073277821e+01,8.449232898130026870e-01
7.470970200745077339e-01,6.703948060500122708e+00,1.042025669084661743e+01,1.037929390523151696e+01,8.449171261536949640e-01
